Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw,Highlighted,RightAngle
2025-11-14T22:29:40.431156,-1.273822870105505,5.685982212424278,8.206989407539368,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,0.0,0.0,0.0,false,false
2025-11-14T22:29:40.431229,-1.0359146129339933,5.6683163568377495,8.4712935090065,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.4675333494801732,-0.9277732241784094,0.6713372329187024,false,false
2025-11-14T22:29:40.431235,-1.0243384009227157,5.6011583767831326,8.383305579423904,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.4694944113364645,-0.9668961809882788,0.6842704910535389,false,false
2025-11-14T22:29:40.431247,-1.2581316414289176,5.560101864859462,8.21009923517704,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-0.039476214265182996,-0.6081434434813033,0.21652792362009166,false,false
2025-11-14T22:29:40.431252,-1.4097241850104183,5.506373344920576,8.228780277073383,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,0.8325847194708178,-0.9261978025974145,0.1164670147748268,false,false
2025-11-14T22:29:40.431258,-1.3045632586581632,5.499249666463584,8.360752824693918,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,0.15663070091265752,-1.3803166336331216,0.4260610823587143,false,false
2025-11-14T22:29:40.431267,-1.1374264233163558,5.483125552302226,8.493140103295445,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-0.8511966746413195,-1.8689967401488445,0.8189360315985184,false,false
2025-11-14T22:29:40.431272,-1.0104880865837913,5.430198125424795,8.512374819256365,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.5556354761961293,-2.180524872329265,1.0812037436412254,false,false
2025-11-14T22:29:40.431278,-1.08580264133343,5.449197973997798,8.538442582357675,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.1521759126669089,-2.16921911504258,0.9824912344204719,false,false
2025-11-14T22:29:40.521387,-1.0965406729883398,5.505058867827756,8.254766449565068,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-0.9642181650365158,-1.0159596315854031,0.5756262951825377,false,false
2025-11-14T22:29:40.521642,-1.0525576985928637,5.577555707641295,8.002260439214297,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.111885098937571,0.16133537243997154,0.22541218953289643,false,false
2025-11-14T22:29:40.521664,-1.0209949273394159,5.583594586227264,8.007313367037568,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.2998291406922657,0.17345510610312687,0.26963361931499463,false,false
2025-11-14T22:29:40.521679,-1.0704179534577634,5.565677059577865,8.037058172776597,-0.18463388085365295,-0.32421648502349854,-0.08109229803085327,27.20625114440918,-37.931251525878906,3.4312500953674316,-1.022057629967076,-0.012395938162192977,0.26071398138002166,false,false
2025-11-14T22:29:40.723138,-1.0864555005859984,5.585431999408684,8.021721511162468,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-0.9283386233130697,0.13398273615809586,-0.061173567356405556,false,false
2025-11-14T22:29:40.723305,-1.071144241324646,5.606077167612057,7.967093780178402,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-0.9960462805542853,0.41722119275272007,-0.14076555591968543,false,false
2025-11-14T22:29:40.723320,-1.046738872047058,5.618493543675413,8.042372382948088,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-1.1805715656587834,0.22352519626094391,-0.027135231443850216,false,false
2025-11-14T22:29:40.723335,-0.9917644605615692,5.628889077211852,8.13384993735417,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-1.5451825180081897,-0.030569889649626703,0.15185520792555707,false,false
2025-11-14T22:29:40.723354,-0.9702593259800949,5.69301008845639,8.0001272353702,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-1.6273646346044686,0.7211570661075726,-0.08016303638842714,false,false
2025-11-14T22:29:40.723368,-0.9415605750078697,5.7298563702169645,7.9042529659059255,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-1.761818862164322,1.2235913388382471,-0.21726804932259824,false,false
2025-11-14T22:29:40.723382,-0.9349878771302471,5.7213601461680526,7.971171359051596,0.05238165333867073,-0.06230820715427399,-0.01435532234609127,27.330001068115234,-37.8562515258789,3.2850000858306885,-1.8273634234190457,0.9540746290056532,-0.10666607525710958,false,false
