node_id,x,y,mag_x,mag_y,mag_z,pitch,roll,yaw,from_marker,to_marker,node_index,total_nodes
26,-11.700000000000001,0.0,-34.56251175551334,-28.01010181499345,-26.54025738247697,-3.1077210869142586,-9.733221316218005,332.8049274556018,1,11,26,101
27,-12.15,0.0,-33.14565359600937,-28.785497672966244,-28.28910250517871,1.3724169149154746,-8.683902614299566,332.338284469306,1,11,27,101
28,-12.600000000000001,0.0,-32.679995815758176,-28.867691163174616,-28.461592730327553,-4.585558167197946,-7.239222418367918,334.8496190207764,1,11,28,101
29,-13.049999999999999,0.0,-31.774101584483624,-29.109760534120905,-28.140814694982733,1.0577270730980561,-6.314077922213979,333.43597735942154,1,11,29,101
30,-13.5,0.0,-31.116498473076042,-28.416123625440264,-27.568225549907716,-4.358793993651638,-7.12959656407194,334.13642591475644,1,11,30,101
31,-13.95,0.0,-30.2413294881381,-28.157489649579304,-26.61652648899902,-1.3705129306594424,-7.4130186795011435,332.0913607860047,1,11,31,101
32,-14.4,0.0,-29.429069907401647,-27.520866951541507,-25.493492792901137,-4.309257053664991,-7.189705113589558,332.4424467802373,1,11,32,101
33,-14.850000000000001,0.0,-27.956761619726876,-27.587257091050375,-24.567668646526595,0.3933445941796477,-7.742036822941623,329.4233557698426,1,11,33,101
34,-15.3,0.0,-27.1386367731595,-26.90663240827068,-23.273870863896143,-4.296348167983764,-8.689596758197963,328.3840285278587,1,11,34,101
35,-15.749999999999998,0.0,-26.918779641000093,-26.94022040836146,-22.22350032607706,-0.575796376769284,-6.92196389330283,328.4242324383094,1,11,35,101
36,-16.2,0.0,-27.73758234036686,-27.15479252025867,-21.79919154477288,-3.1632485153056726,-7.058663757034204,328.62089495452466,1,11,36,101
37,-16.65,0.0,-28.623168978544467,-27.504201574559758,-22.722974125151293,1.0013498521035586,-7.932657234119408,328.0233700657612,1,11,37,101
38,-17.1,0.0,-29.35570399378346,-26.593594387353733,-24.074819633872455,-2.8833100149860087,-8.412721817699742,331.1928114695443,1,11,38,101
39,-17.55,0.0,-28.73022120930054,-25.84280396485555,-25.951637983510288,1.3954947764280559,-9.17633470920376,332.0720792682037,1,11,39,101
40,-18.0,0.0,-27.809438691402494,-25.11516879308118,-27.250066314230374,-2.065823219811107,-7.713963869957657,335.8905905317409,1,11,40,101
41,-18.45,0.0,-26.44609617511384,-25.025812493578776,-27.97628455883288,1.88901310047122,-6.914164184815645,335.89280982881894,1,11,41,101
42,-18.9,0.0,-25.74696188936156,-24.133836526542396,-28.410777152359962,-1.9561468750060145,-7.828914320325437,337.34537723134355,1,11,42,101
43,-19.35,0.0,-25.35770298168348,-23.009268356147686,-28.811582835188815,1.518597602008374,-7.534128868526853,338.5665620807616,1,11,43,101
44,-19.8,0.0,-25.725740887054037,-21.12431983798246,-29.44989080172726,-3.1433781009969133,-9.83953029843372,341.4316225709026,1,11,44,101
45,-20.25,0.0,-26.59756975373879,-20.376591853002108,-30.07790324174504,-0.49832692834577574,-8.420282100805576,344.35269045560113,1,11,45,101
46,-20.7,0.0,-27.495321152123008,-19.90029415787526,-31.26992187184379,-2.1933778599618865,-9.182092178194166,346.22086453036206,1,11,46,101
47,-21.15,0.0,-28.568281481633697,-20.24143307578612,-33.310503115296605,0.192686078083047,-9.690375886291724,318.36067655080507,1,11,47,101
48,-21.599999999999998,0.0,-30.517934542885747,-20.336980414199783,-33.90227428403916,-1.6892710740501848,-9.171320411736797,292.7517340856582,1,11,48,101
49,-22.05,0.0,-33.114293168949374,-20.24117577299181,-33.90224797627251,1.2759201350421685,-9.226005349705083,319.44853756246016,1,11,49,101
50,-22.5,0.0,-35.2995323956075,-18.615696690992582,-33.92284157819255,-3.2305457028643256,-9.929297277303885,221.06187710011662,1,11,50,101
