x,y,MagX,MagY,MagZ,Pitch,Roll,Yaw,Highlighted,RightAngle
-31.5,0.0,-31.968751907348633,-18.806251525878903,-22.96875,0.0,0.0,0.0,False,False
-31.52,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-1.1192504079057644,-0.8390313090106858,0.0115804308528026,False,False
-31.55,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.823445843538482,-1.4662295186601284,0.4810399454131868,False,False
-31.58,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-3.1904969736331,-1.6194677356708382,0.5630651905807724,False,False
-31.6,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.5446090431590553,-1.3937744920257489,0.3827217071533368,False,False
-31.62,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.027287461415839,-1.383242890609246,0.1023807197746577,False,False
-31.65,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-1.9973511884253552,-1.3546265267834985,0.1079718869681016,False,False
-31.68,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.2537252250894193,-1.3295214747946318,0.2706849609058963,False,False
-31.7,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.6938661524246656,-1.0927948056777763,0.7052273451543272,False,False
-31.72,0.0,-31.968751907348633,-18.806251525878903,-22.96875,-2.9126734785267026,-0.7638807891941184,1.0924940038773343,False,False
-31.75,0.0,-32.0025016784668,-18.701251220703124,-22.908750152587892,-2.736645892616276,-0.633116379152689,1.1711352207880452,False,False
-31.78,0.0,-32.0025016784668,-18.701251220703124,-22.908750152587892,-2.9601619914060757,-0.8707901240450013,1.1108962080512017,False,False
-31.8,0.0,-32.0025016784668,-18.701251220703124,-22.908750152587892,-3.5220286755491026,-1.441722605106662,0.9719305806575278,False,False
-31.82,0.0,-32.0025016784668,-18.701251220703124,-22.908750152587892,-4.605214215439507,-2.0801818957600773,1.0531926355937171,False,False
-31.85,0.0,-32.0025016784668,-18.701251220703124,-22.908750152587892,-5.4182666903668615,-0.958256434933908,2.4633594251210127,False,False
