x,y,MagX,MagY,MagZ,Pitch,Roll,Yaw,Highlighted,RightAngle
-67.5,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,0.0,0.0,0.0,False,False
-67.48,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,2.0869391195193785,3.1695141150287327,-4.438592463333684,False,False
-67.47,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,1.727340653991252,3.644250273246776,-4.468208908758847,False,False
-67.45,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,-0.0776702364845469,2.0703695730790272,-1.5789452246929088,False,False
-67.43,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,-1.5048712336339651,-0.219550249822781,1.4596297492866626,False,False
-67.42,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,-0.709511999486236,-1.8337976660705095,2.107103214593945,False,False
-67.4,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,0.1709142146459727,-1.636921378402768,1.2088109931297453,False,False
-67.38,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,-0.0610755916699083,0.2540424638327252,-0.152863916267286,False,False
-67.37,0.0,44.94375228881836,-8.643750190734863,-35.19375228881836,-1.0509029205835605,2.1520174108210597,-0.7759072790773942,False,False
-67.35,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-1.2898045866531822,2.8234455028560106,-1.3213711663352363,False,False
-67.33,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-1.1083419108495471,2.8199336048818893,-1.4807846022823554,False,False
-67.32,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.6507997279260582,2.730393704561159,-1.8236405240876048,False,False
-67.3,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,0.2123960384302652,2.310630217913321,-2.2813847345658935,False,False
-67.28,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,0.5739475202831272,1.66639838789213,-2.102192377708199,False,False
-67.27,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,0.5548686878796456,1.194050347476356,-1.707257739622552,False,False
-67.25,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.3220872890272019,1.5145620587902684,-1.177729247201171,False,False
-67.23,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.7726815674225103,2.3140559622758303,-1.396420330719618,False,False
-67.22,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.7195422640899869,2.6106819738931364,-1.670651081052803,False,False
-67.2,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.7417275650777784,2.6393755865262065,-1.672586877010822,False,False
-67.18,0.0,45.02625198364258,-8.62125015258789,-35.53125228881836,-0.5775033111112018,2.7641773594177863,-1.9154348886907613,False,False
-67.17,0.0,45.25725189208985,-8.618250274658203,-35.61000244140625,-0.4521352141106334,3.5020635880886104,-2.5470977229194887,False,False
-67.15,0.0,45.25725189208985,-8.618250274658203,-35.61000244140625,-1.3712207818014903,4.149560689876516,-2.1890887456020245,False,False
-67.13,0.0,45.25725189208985,-8.618250274658203,-35.61000244140625,-2.1693814020469926,4.194615292983919,-1.502641416260424,False,False
-67.12,0.0,45.25725189208985,-8.618250274658203,-35.61000244140625,-3.0219148439612296,2.691675564181537,0.3315042687687644,False,False
