x,y,MagX,MagY,MagZ,Pitch,Roll,Yaw,Highlighted,RightAngle
-49.5,0.0,49.10625076293945,-0.9000000357627869,-28.031251907348633,0.0,0.0,0.0,False,False
-49.48,0.0,49.10625076293945,-0.9000000357627869,-28.031251907348633,-1.083117389917562,-2.3195658610508225,2.1623862420330084,False,False
-49.46,0.0,49.10625076293945,-0.9000000357627869,-28.031251907348633,-2.0866530279313293,-3.215904943452678,3.354410693609694,False,False
-49.44,0.0,49.10625076293945,-0.9000000357627869,-28.031251907348633,-3.1204992620462804,-2.090429619029642,3.337869434642787,False,False
-49.41,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.650181562113444,-0.6216960811004348,1.8974828092680696,False,False
-49.39,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.5625658474201254,-0.4459427194342744,1.7288935527194234,False,False
-49.37,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.263287612638199,-1.1947596619985248,1.9934049655335535,False,False
-49.35,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-2.8364327870080848,-1.834317567637207,2.1144982340345706,False,False
-49.33,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.0177638739743955,-2.320119090091086,2.548980477915876,False,False
-49.31,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.4290319705973404,-2.395039903044985,2.8669472446933817,False,False
-49.29,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.4692801946948704,-2.320508464246366,2.845540638883712,False,False
-49.26,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.47519751670683,-2.640527221461685,3.054413350598608,False,False
-49.24,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-3.411654133088909,-3.4158454376638723,3.5149585988211705,False,False
-49.22,0.0,43.1887508392334,-1.6387500286102297,-27.491251754760743,-2.932168189104421,-4.046767679580938,3.6276520168950097,False,False
-49.2,0.0,38.383500747680664,-2.094750032424927,-26.860501708984376,-2.144578409816126,-3.968724911707124,2.2098739937319323,False,False
-49.18,0.0,38.383500747680664,-2.094750032424927,-26.860501708984376,-2.150313661668598,-3.589220765383992,1.933187521190778,False,False
-49.16,0.0,38.383500747680664,-2.094750032424927,-26.860501708984376,-1.599130725072043,-3.3268506617557954,1.3624260319831087,False,False
