x,y,MagX,MagY,MagZ,Pitch,Roll,Yaw,Highlighted,RightAngle
-40.5,0.0,-18.5625,-20.625,-20.475000381469727,0.0,0.0,0.0,False,False
-40.53,0.0,-18.5625,-20.625,-20.475000381469727,-1.0238506450352682,0.0064144053309291,0.2683199622456698,False,False
-40.57,0.0,-18.5625,-20.625,-20.475000381469727,-1.417603520560955,0.2969267600709884,0.7125049760921627,False,False
-40.6,0.0,-18.5625,-20.625,-20.475000381469727,-1.2454236807296075,0.3400998899686627,0.7186537430829958,False,False
-40.64,0.0,-19.0125,-20.7,-19.72875061035156,-1.4698302680027524,0.5384344925139359,0.0250510425991024,False,False
-40.67,0.0,-19.0125,-20.7,-19.72875061035156,-2.1128488108138823,1.3349854647410666,1.1252735932201858,False,False
-40.71,0.0,-19.0125,-20.7,-19.72875061035156,-2.8287454483952468,1.808620493248,1.9034900445796268,False,False
-40.74,0.0,-19.0125,-20.7,-19.72875061035156,-2.577709775178797,1.438672412623582,1.3839649946930308,False,False
-40.78,0.0,-19.0125,-20.7,-19.72875061035156,-1.2570673278764462,0.7009155264991804,0.1520894063891091,False,False
-40.81,0.0,-19.0125,-20.7,-19.72875061035156,-0.5851995255814808,1.0713694110273906,0.3808303929118608,False,False
-40.85,0.0,-19.0125,-20.7,-19.72875061035156,-0.7804944013619197,1.6119899318506086,1.047943799487058,False,False
-40.88,0.0,-19.0125,-20.7,-19.72875061035156,-1.85571880545546,1.52355900438328,1.270464657169185,False,False
-40.92,0.0,-19.0125,-20.7,-19.72875061035156,-2.88838444573849,1.0216064207452715,0.9746517191802012,False,False
-40.95,0.0,-19.0125,-20.7,-19.72875061035156,-3.594133092689643,0.1837794808574315,0.1545796372023744,True,False
-40.5,0.0,-19.286250076293943,-20.805000076293943,-19.15800048828125,-3.722504446288603,-0.5934091758334148,-1.5746705668192362,False,False
-40.51,0.0,-19.286250076293943,-20.805000076293943,-19.15800048828125,-2.6963355437724807,-1.1362633406251987,-2.3983315718187725,False,False
