node_index,x,y,mag_x,mag_y,mag_z,pitch,roll,yaw,right_angle,segment_size
0,-40.5,9.0,1.8650544228761088,-49.97511079207711,-17.12478405496348,0.8042533795197058,1.612829752037573,0.10017054045056964,False,23
1,-40.05,9.0,2.7422464667830933,-48.69146245715727,-16.835668186409247,3.9859140271586875,0.5075562631379698,0.1775325729977523,False,31
2,-39.6,9.0,4.280688813167407,-44.83165441207135,-18.244607867480617,0.44806827864485704,-3.2788958656460103,-5.144413435769639,False,32
3,-39.15,9.0,6.613841229905429,-40.855655701865956,-20.10159918683178,3.43986734203578,-4.106277378554273,-8.833275497999885,False,26
4,-38.7,9.0,8.484332905375181,-36.86053581238585,-22.0077823580819,-0.31783242090927605,-4.7927469251493715,-19.309897795262923,False,23
5,-38.25,9.0,12.11474083511715,-31.184438239792524,-24.05425852507816,1.7950919319071803,-2.992177489144189,-38.068565143187016,False,32
6,-37.8,9.0,15.883937051492845,-24.34362688239173,-25.01637448219586,-0.4476441512671258,-4.9118038211653,-62.753497965628824,False,31
7,-37.35,9.0,18.286783807528984,-19.074595096601083,-25.505531454738435,4.318564507397633,-3.631742414903586,-85.81773130167919,False,27
8,-36.9,9.0,20.12143882825145,-15.213471073646456,-26.094555009943623,0.18539175077527023,-8.332791603818281,-87.75827329186687,False,22
9,-36.45,9.0,22.23454804264422,-12.850463751892823,-27.171030298160368,1.0245377260962503,-5.317385602758562,-100.15720811123654,False,32
10,-36.0,9.0,24.1973758036326,-15.489302346537132,-27.441914877444674,-0.7015422101965642,-7.378795507946677,-90.29052167258835,False,22
11,-35.55,9.0,27.113332578593724,-23.75501144367819,-24.970615494363958,2.301599520012146,-5.027219380101874,-76.30874776663156,False,38
12,-35.1,9.0,29.01318735271636,-39.30031410491854,-18.574495732869394,4.619150353630375,-11.777748754786318,-44.23548176793999,True,58
13,-35.1,8.55,0.44308565777812947,-46.554090316931564,-17.702895952113412,-1.8017562812743082,-6.94707609360291,1.772475908656397,False,22
14,-35.1,8.1,-19.175998409102522,-44.11688848989257,-23.340628392834617,0.6766391253404584,-3.9304503017577677,39.28185084944536,False,32
15,-35.1,7.65,-31.252413387806516,-44.80087404921832,-32.40162070517125,0.3253990233657525,-12.884804835528646,50.15456968969803,True,67
16,-35.1,7.2,-4.9773791489248005,-54.27636541632199,-27.4771698309219,5.538641131706452,-8.114528539929328,15.216125969851106,False,32
17,-35.1,6.75,19.59032401534179,-52.48119074514942,-23.21701021925298,4.146115856583539,-10.935305475000929,-22.821655560027907,False,26
18,-35.1,6.3,26.737519116556964,-48.72960551748512,-24.084663004393924,0.867000561952441,-11.494344745656162,-35.76322304166442,False,32
19,-35.1,5.85,28.88690098688712,-42.66772238292395,-27.19796799314309,4.457972305992481,-10.174169435973209,-44.34027764956003,False,32
20,-35.1,5.4,26.751545379168736,-37.55608075684783,-31.982081920659617,-0.09033459879742448,-15.556536478842846,-47.01868164690262,True,67
21,-35.1,4.95,31.757783498154918,-25.82776392216474,-37.11357012668362,5.477612032864975,-9.605253798194092,-78.07641977844393,False,27
22,-35.1,4.5,33.60028996151455,-14.718029961206485,-43.16868844792912,2.9289299781148808,-10.239203668657344,-103.86028033329491,False,31
23,-35.1,4.05,34.05361964018225,-9.3859639563531,-46.219035861163476,-0.038198814106338644,-12.604172799296004,-108.31295462522496,False,23
24,-35.1,3.6,34.126571647766724,-5.7933477813709,-47.65362911556704,3.0459102115237022,-11.21632941546629,-119.58838165454858,False,35
25,-35.1,3.15,34.442768405360844,-3.851182227999882,-47.81762531026926,1.9316303038191194,-12.89309139861853,-118.51504070445678,False,23
26,-35.1,2.7,34.77567323626177,-2.801983089462604,-47.23941275440177,4.402829261389897,-9.630393553351299,-125.93609574675277,False,32
27,-35.1,2.25,35.47338772964538,-2.8931554470309564,-46.3622618252158,2.0946883828644642,-12.64564139595492,-118.72331221893079,False,22
28,-35.1,1.8,36.072670022042985,-3.305323606305981,-45.14958985345545,4.405150812915376,-10.29678216260608,-121.91461346969368,False,36
29,-35.1,1.35,36.6075554919692,-3.628462033567232,-43.726758642705114,2.0577272062421326,-13.041402814330807,-114.85841323565636,False,22
30,-35.1,0.9,36.950367870554324,-3.8479597931179903,-42.88945745624502,4.96478086387725,-10.924421376384487,-118.88672796730896,False,32
31,-35.1,0.45,37.40743057610183,-4.454515245262983,-42.45684057572526,1.246843901676336,-13.724003996356037,-110.83884253004116,False,22
32,-35.1,0.0,37.503459757165416,-4.277914602096158,-42.466361422054376,3.69486278503937,-11.14801822971112,-116.0827231181804,False,32
33,-35.1,-0.45,37.49316418082257,-3.797050718057218,-42.32425070800481,1.7186795102186212,-13.515600915006855,-112.05278984194473,False,26
34,-35.1,-0.9,37.08936451247576,-2.867800801661701,-42.13661487453876,5.357645386863327,-13.013806342295227,-117.59684903143796,False,23
35,-35.1,-1.35,36.48342928975452,-2.904969296851961,-40.97699200886461,3.4509898827262626,-13.190862956229147,-115.04119431497917,False,36
36,-35.1,-1.8,36.48953588698947,-3.0166011549680602,-40.22529909196902,5.516073462099475,-12.2523797882505,-117.15111400839099,False,23
37,-35.1,-2.25,36.60607640074997,-3.086426552916384,-39.854739731377215,1.9855920384811618,-14.493086350353893,-111.37579014647648,False,32
38,-35.1,-2.7,36.79757836824276,-2.4500306990337997,-40.00539736432314,5.500317136811493,-12.94236388630364,-116.881528861898,False,23
39,-35.1,-3.15,37.71648435045841,-2.014981116260136,-39.8782400796395,2.5182742834883878,-14.604551824664162,-112.41022937023054,False,31
40,-35.1,-3.6,38.9448523676536,-2.031577074620532,-39.49813255648841,4.60015519148837,-13.694597052897805,-114.16031809234109,False,28
41,-35.1,-4.05,40.08381277853971,-2.5120785354410615,-38.90333098871731,2.7795000824597484,-15.350505293626277,-109.42077378313141,False,23
42,-35.1,-4.5,40.35385353741259,-2.849085062523821,-38.313564134222084,4.568632746871124,-13.629143936435918,-111.59669681276205,False,32
43,-35.1,-4.95,40.448842508187006,-4.023464865043555,-37.18682779324428,3.1654056090643956,-14.48458691934139,-107.58221236296163,False,33
44,-35.1,-5.4,39.89901415498843,-4.449335064196814,-36.75085008397019,6.02662643950758,-16.012689460387193,-107.18469311570163,False,27
45,-35.1,-5.85,39.47173908590002,-5.117315003705386,-36.454398272777254,2.1222085725382156,-16.442212357764326,-103.16779015988756,False,26
46,-35.1,-6.3,38.928062045840655,-5.834102270580193,-36.423441663887345,6.0581500361483025,-14.08132551212664,-107.61692538232653,False,23
47,-35.1,-6.75,38.66170239746216,-6.290140896336356,-36.69983003489462,3.3257374252085867,-15.307864254753651,-103.99982553233563,False,31
48,-35.1,-7.2,38.25848070941473,-6.501246789101166,-37.623839918144185,4.8364330297377265,-13.835480483008547,-107.107856548813,False,32
49,-35.1,-7.65,37.91889602238366,-6.91616940062545,-38.15277081410501,3.461727825209025,-14.76427595176181,-104.85349309999482,False,26
50,-35.1,-8.1,37.0140947672586,-7.08140748669789,-38.60411882312271,6.719784998327295,-14.059344609009516,-108.59607242652173,False,23
51,-35.1,-8.55,36.00590067131624,-7.709602004786658,-38.99421883802344,2.8725464274272237,-14.468855945860184,-104.79705623209556,False,32
52,-35.1,-9.0,34.7713137536225,-8.094694364647347,-40.250762405342876,6.358229672641237,-13.110771781464498,-110.26401635062595,False,31
53,-35.1,-9.45,33.95872691536137,-7.985432017474132,-40.65683852863929,3.2769383538955896,-16.011361808011177,-104.32688372898235,False,27
54,-35.1,-9.9,33.22225734152231,-6.717311843688782,-41.771680663507276,5.7903310428938894,-16.758884222368334,-109.03262740322972,False,28
55,-35.1,-10.35,33.49906497123924,-5.245476185541691,-42.7168853191676,2.8281551268738228,-17.03747723402544,-109.18845030156365,False,28
56,-35.1,-10.8,34.208078800568174,-4.129139638997264,-43.47038914940542,4.330816796885764,-16.091213676132906,-113.77752161628851,False,35
57,-35.1,-11.25,35.51520467750406,-3.6036023376097184,-43.242647184779884,2.822211473503367,-15.682465288196799,-112.46364321671369,False,31
58,-35.1,-11.7,36.86641644835814,-3.6759825941139925,-43.086731899750674,4.905331672890737,-16.014776424954928,-113.12598289114558,False,29
