node_index,x,y,mag_x,mag_y,mag_z,pitch,roll,yaw,right_angle,segment_size
0,-67.5,0.0,46.5,-6.600000381469727,-33.618751525878906,0.5795499140808849,0.9874263851468125,-1.2470464595660908,False,14
1,-67.05,0.0,46.43717065013538,-6.234648084120318,-33.9297831961892,4.023256592523269,3.2463431790740844,-6.683278607260163,False,22
2,-66.6,0.0,46.12075126915971,-5.5637259988005265,-34.39852567573879,-0.18487572701241697,-2.8532881312396983,0.5143966363948591,False,23
3,-66.15,0.0,45.11489292162252,-5.508919832782785,-34.59275743314276,1.3910583173364137,-1.669932894076921,-2.1738973489944065,False,31
4,-65.7,0.0,44.983368527498875,-6.468690186868446,-35.17808039670732,-1.7209382907552426,-5.388203215926476,3.923969056053609,False,23
5,-65.25,0.0,44.594195477039776,-6.55959363912577,-36.20085083663696,-2.968284499341448,-4.050124072733678,3.074638336776577,False,28
6,-64.8,0.0,44.00668130255756,-6.214113910617866,-36.732085427148796,-1.7020795527391526,-6.995965655112153,3.722518521141978,False,22
7,-64.35,0.0,43.33564566461584,-5.203694193138608,-36.64115147579618,-2.233268552098622,-6.633712563185675,2.468471330418298,False,32
8,-63.9,0.0,43.371196427135814,-4.4666255609153795,-35.71060801702561,-2.3247795079177833,-6.510987626633994,2.16361962736856,False,23
9,-63.45,0.0,43.25103871492545,-3.9547465747456543,-34.81133524193059,-1.1189567629855375,-2.7680214085142905,-1.7880313163693342,False,31
10,-63.0,0.0,42.70406109836103,-3.2935143636005084,-34.09237334817955,-1.6682537192004885,-4.542602907462659,-0.5063159100560566,False,27
11,-62.55,0.0,41.64462590531007,-2.12424663030243,-33.40916125642124,-0.039266289254646924,-2.6816783825555452,-4.561911701030604,False,22
12,-62.1,0.0,40.37232862293188,-1.2855893318664944,-32.65424163781998,-1.1348091637635362,-4.596931890750307,-3.3296824335199235,False,23
13,-61.65,0.0,39.158590823591666,-0.317106044022673,-31.567331175073743,0.33389911543583156,-1.6039810512826604,-7.677674272263283,False,31
14,-61.2,0.0,38.11453949850194,0.5818395074559175,-30.363035554111406,-2.4403074054508713,-5.515302506607947,-3.374192941031643,False,20
15,-60.75,0.0,37.69775238214037,0.9540343064882317,-29.710961831477334,0.044935368986648794,-1.7287504584518336,-8.15842670344553,False,27
16,-60.3,0.0,37.71725854202638,0.799858800073911,-28.618752860549396,-1.286629919852982,-4.151265314156459,-4.447356377877668,False,18
17,-59.85,0.0,38.589208409659484,1.2620027450754259,-28.621671811575663,0.13352615137474938,-2.204480028318038,-6.841388342350381,False,33
18,-59.4,0.0,39.40796538907046,1.2244453783967524,-28.612146833584212,-4.307443155480249,-4.432566915351941,-1.5251504853718907,False,22
19,-58.95,0.0,39.64904087095808,0.6981975946638974,-28.103236831544358,-0.9386835999965158,-2.7390168385070717,-4.040248269806725,False,23
