node_index,x,y,mag_x,mag_y,mag_z,pitch,roll,yaw,right_angle,segment_size
0,-45.0,0.0,-17.997693399282603,-19.44750081575834,-17.49461620037372,0.009433980170235189,1.3649607325270403,1.547662979976007,False,13
1,-45.45,0.0,-18.372131559952447,-19.011783500339675,-17.76890292623769,4.818226494320764,0.9060658297689418,1.133631915418422,False,23
2,-45.9,0.0,-18.834877390293435,-17.392604420171924,-18.583328938312746,0.33726703868276836,-6.278739248365623,-0.4987338284588128,False,31
3,-46.35,0.0,-18.935787616582623,-16.801028760891644,-19.05584409149338,2.9739247287830004,-7.707159650003875,-0.31992715216230133,False,23
4,-46.8,0.0,-19.0947420631679,-16.50158132099778,-19.274700965210037,1.0355233300771978,-5.79436182506557,2.7407545741149124,False,28
5,-47.25,0.0,-18.777677427967234,-16.709906705516495,-20.102863231148767,4.282958689356838,-7.8408030630516645,0.5865570098777653,False,31
6,-47.7,0.0,-18.526424270849922,-16.727795135304728,-20.759933293973425,-0.26177898211696843,-10.44855739789723,-1.3780787302728186,False,26
7,-48.15,0.0,-17.738668491605946,-16.746141780884102,-21.18971307332497,1.4998743930032277,-12.64868167457332,-3.854648658354494,False,24
8,-48.6,0.0,-17.078656594296692,-16.889196036023097,-20.780340849774408,1.953753781583392,-10.582877167421593,-3.236521722113711,False,23
9,-49.05,0.0,-15.953003102354392,-17.33241375613725,-19.389410640610766,2.5585892636643326,-9.625185749507777,-5.716012573202277,False,32
10,-49.5,0.0,-14.832309170091074,-17.03046166463048,-18.436810981062134,0.2448400094972524,-10.699607761864302,-9.154180610160378,False,27
11,-49.95,0.0,-13.183346982534497,-16.299191377954905,-17.951213915722207,1.8230492122066928,-11.739543899656633,-11.031252772921697,False,31
12,-50.4,0.0,-12.243649686712635,-14.779897780734688,-17.909927457658736,-1.4126829631236142,-13.294003936078536,-11.088217711256355,False,23
13,-50.85,0.0,-11.272462916148468,-12.240312615003937,-18.216891475931977,1.6907258900935362,-11.761621844622189,-0.764230193280276,False,31
14,-51.3,0.0,-10.937148434251824,-9.499907734186161,-19.051255231034403,0.36031860856429043,-13.458461367840428,-44.62840946485275,False,27
15,-51.75,0.0,-10.859309819315895,-7.389948892969674,-20.16464651825298,2.282963563301559,-14.005221326206014,-161.88562122948667,False,22
16,-52.2,0.0,-11.745041003931314,-4.881604788916724,-20.73831157969834,-0.22220022629002537,-13.663026548024629,-328.88046372002975,False,28
17,-52.65,0.0,-13.143028398775863,-3.4001761879670434,-21.17200408180679,1.9190457762204987,-13.015712203348068,-324.9752055238332,False,32
18,-53.1,0.0,-14.108621408923575,-2.4378871612148285,-21.979101592842312,0.057088324864029746,-14.708273205642508,-322.9769690671257,False,23
19,-53.55,0.0,-15.776440694851512,-2.2441060965262514,-23.330909273383952,0.9711718517649484,-14.442370876424611,-322.87667222036237,False,32
20,-54.0,0.0,-18.72030694403784,-2.1606685884647714,-24.712383503827894,-1.667470889273197,-15.486451398108604,-323.7709014815817,False,31
21,-54.45,0.0,-22.850274054611315,-2.7489396639648587,-25.746037295510696,-0.8044088721184504,-14.993715015790325,-327.2526363448216,False,23
22,-54.9,0.0,-26.002599628484617,-3.0424482473303573,-26.88971125827734,-0.6192220602079291,-14.5483332116485,-328.5565439962183,False,27
23,-55.35,0.0,-28.61705402768103,-4.334968030767043,-28.16830014506762,2.0813105681281785,-15.41464812694233,-332.9672895960599,False,23
24,-55.8,0.0,-31.135214620995352,-5.288200003041776,-28.976695120889612,-1.1782830418009063,-14.185451238164314,-332.5069607525864,False,37
25,-56.25,0.0,-33.540284318684655,-6.722574061036006,-29.57992707196651,1.3148167189667146,-15.513180764556214,-321.45229657001295,False,23
26,-56.7,0.0,-34.47043963443902,-7.715551161384164,-29.99568177343227,0.22427446404293633,-15.072802922181324,-304.00407396414926,False,32
27,-57.15,0.0,-34.73163084582722,-9.232474184397715,-30.339361866260077,2.3794987939714245,-16.479613367893162,-155.08299329028793,False,27
28,-57.6,0.0,-34.629873062373555,-9.723455798519263,-30.08009806774166,-1.0969701282453275,-17.202931751745762,-201.2372042635757,False,23
29,-58.05,0.0,-34.150478427188546,-11.361043358261803,-29.09092692377419,1.5786996465100582,-16.484106737115678,-41.4592013110557,False,32
30,-58.5,0.0,-33.03507089459901,-12.11750435463389,-28.17709608960491,-1.4060249619579432,-17.434536711026723,12.884224700445005,False,27
31,-58.95,0.0,-31.921756179585678,-13.092140105416444,-27.220473712039176,2.2955998693827193,-17.846203181584613,9.616701239763417,False,22
32,-59.4,0.0,-30.29335479434095,-13.292206721285883,-25.935542215496568,-0.05913478962543717,-17.566224559945514,8.820264829441562,False,32
33,-59.85,0.0,-29.097907964718697,-13.286041079229676,-25.249134037815306,1.9640154212828085,-19.695330381660355,6.192936961832274,False,22
34,-60.3,0.0,-27.87144051798663,-12.776782760074054,-24.21074512280871,1.295105625404469,-17.65172200401355,7.761697157276464,False,32
35,-60.75,0.0,-26.651565773366794,-13.69044813288957,-23.373603877597358,2.3677143031944654,-18.003505646345417,4.8326957197483305,False,24
36,-61.2,0.0,-25.974713584721624,-13.634530131751974,-23.104440681762117,-0.5924497114140418,-18.05561161865759,4.657116469491153,False,27
37,-61.65,0.0,-25.493339792516686,-14.196117378484798,-22.91131411747064,2.101359950988779,-16.864066867597174,4.073027633634231,False,34
38,-62.1,0.0,-25.073505679712365,-14.394606726823042,-22.848556474383805,-1.4483084760012175,-19.07612834864506,1.670166873498371,False,27
39,-62.55,0.0,-25.012523938526066,-15.300078349393075,-22.90929911958756,0.9121241842591588,-19.188897814468092,-0.18628195599375807,False,32
40,-63.0,0.0,-24.84962848080885,-15.471970834605504,-23.63082307804744,-3.1156698913511445,-20.478206311963206,-1.5232495442351466,False,19
41,-63.45,0.0,-24.73239337090576,-15.947546149885087,-25.073946802534618,0.9383610053775363,-17.936340684321724,0.8779496374106088,False,33
